I|11|01|Direction et ingénierie en entretien infrastructure et bâti
I|11|02|Management et ingénierie de maintenance industrielle
I|11|03|Supervision d'entretien et gestion de véhicules
I|12|01|Entretien d'affichage et mobilier urbain
I|12|02|Entretien et surveillance du tracé routier
I|12|03|Maintenance des bâtiments et des locaux
I|13|01|Installation et maintenance d'ascenseurs
I|13|02|Installation et maintenance d'automatismes
I|13|03|Installation et maintenance de distributeurs automatiques
I|13|04|Installation et maintenance d'équipements industriels et d'exploitation
I|13|05|Installation et maintenance électronique
I|13|06|Installation et maintenance en froid, conditionnement d'air
I|13|07|Installation et maintenance télécoms et courants faibles
I|13|08|Maintenance d'installation de chauffage
I|13|09|Maintenance électrique
I|13|10|Maintenance mécanique industrielle
I|14|01|Maintenance informatique et bureautique
I|14|02|Réparation de biens électrodomestiques
I|15|01|Intervention en grande hauteur
I|15|02|Intervention en milieu subaquatique
I|15|03|Intervention en milieux et produits nocifs
I|16|01|Installation et maintenance en nautisme
I|16|02|Maintenance d'aéronefs
I|16|03|Maintenance d'engins de chantier, levage, manutention et de machines agricoles
I|16|04|Mécanique automobile et entretien de véhicules
I|16|05|Mécanique de marine
I|16|06|Réparation de carrosserie
I|16|07|Réparation de cycles, motocycles et motoculteurs de loisirs
J|11|01|Médecine de prévention
J|11|02|Médecine généraliste et spécialisée
J|11|03|Médecine dentaire
J|11|04|Suivi de la grossesse et de l'accouchement
J|12|01|Biologie médicale
J|12|02|Pharmacie
J|13|01|Personnel polyvalent des services hospitaliers
J|13|02|Analyses médicales
J|13|03|Assistance médico-technique
J|13|04|Aide en puériculture
J|13|05|Conduite de véhicules sanitaires
J|13|06|Imagerie médicale
J|13|07|Préparation en pharmacie
J|14|01|Audioprothèses
J|14|02|Diététique
J|14|03|Ergothérapie
J|14|04|Kinésithérapie
J|14|05|Optique - lunetterie
J|14|06|Orthophonie
J|14|07|Orthoptique
J|14|08|Ostéopathie et chiropraxie
J|14|09|Pédicurie et podologie
J|14|10|Prothèses dentaires
J|14|11|Prothèses et orthèses
J|14|12|Rééducation en psychomotricité
J|15|01|Soins d'hygiène, de confort du patient
J|15|02|Coordination de services médicaux ou paramédicaux
J|15|03|Soins infirmiers spécialisés en anesthésie
J|15|04|Soins infirmiers spécialisés en bloc opératoire
J|15|05|Soins infirmiers spécialisés en prévention
J|15|06|Soins infirmiers généralistes
J|15|07|Soins infirmiers spécialisés en puériculture
K|11|01|Accompagnement et médiation familiale
K|11|02|Aide aux bénéficiaires d'une mesure de protection juridique
K|11|03|Développement personnel et bien-être de la personne
K|11|04|Psychologie
K|12|01|Action sociale
K|12|02|Éducation de jeunes enfants
K|12|03|Encadrement technique en insertion professionnelle
K|12|04|Médiation sociale et facilitation de la vie en société
K|12|05|Information sociale
K|12|06|Intervention socioculturelle
K|12|07|Intervention socioéducative
K|13|01|Accompagnement médicosocial
K|13|02|Assistance auprès d'adultes
K|13|03|Assistance auprès d'enfants
K|13|04|Services domestiques
K|13|05|Intervention sociale et familiale
K|14|01|Conception et pilotage de la politique des pouvoirs publics
K|14|02|Conseil en Santé Publique
K|14|03|Management de structure de santé, sociale ou pénitentiaire
K|14|04|Mise en oeuvre et pilotage de la politique des pouvoirs publics
K|14|05|Représentation de l'Etat sur le territoire national ou international
K|15|01|Application des règles financières publiques
K|15|02|Contrôle et inspection des Affaires Sociales
K|15|03|Contrôle et inspection des impôts
K|15|04|Contrôle et inspection du Trésor Public
K|15|05|Protection des consommateurs et contrôle des échanges commerciaux
K|16|01|Gestion de l'information et de la documentation
K|16|02|Gestion de patrimoine culturel
K|17|01|Personnel de la Défense
K|17|02|Direction de la sécurité civile et des secours
K|17|03|Direction opérationnelle de la défense
K|17|04|Management de la sécurité publique
K|17|05|Sécurité civile et secours
K|17|06|Sécurité publique
K|17|07|Surveillance municipale
K|18|01|Conseil en emploi et insertion socioprofessionnelle
K|18|02|Développement local
K|19|01|Aide et médiation judiciaire
K|19|02|Collaboration juridique
K|19|03|Défense et conseil juridique
K|19|04|Magistrature
K|21|01|Conseil en formation
K|21|02|Coordination pédagogique
K|21|03|Direction d'établissement et d'enseignement
K|21|04|Éducation et surveillance au sein d'établissements d'enseignement
K|21|05|Enseignement artistique
K|21|06|Enseignement des écoles
K|21|07|Enseignement général du second degré
K|21|08|Enseignement supérieur
K|21|09|Enseignement technique et professionnel
K|21|10|Formation en conduite de véhicules
K|21|11|Formation professionnelle
K|21|12|Orientation scolaire et professionnelle
K|22|01|Blanchisserie industrielle
K|22|02|Lavage de vitres
K|22|03|Management et inspection en propreté de locaux
K|22|04|Nettoyage de locaux
K|23|01|Distribution et assainissement d'eau
K|23|02|Management et inspection en environnement urbain
K|23|03|Nettoyage des espaces urbains
K|23|04|Revalorisation de produits industriels
K|23|05|Salubrité et traitement de nuisibles
K|23|06|Supervision d'exploitation éco-industrielle
K|24|01|Recherche en sciences de l'homme et de la société
K|24|02|Recherche en sciences de l'univers, de la matière et du vivant
K|25|01|Gardiennage de locaux
K|25|02|Management de sécurité privée
K|25|03|Sécurité et surveillance privées
K|26|01|Conduite d'opérations funéraires
K|26|02|Conseil en services funéraires
K|26|03|Thanatopraxie
L|11|01|Animation musicale et scénique
L|11|02|Mannequinat et pose artistique
L|11|03|Présentation de spectacles ou d'émissions
L|12|01|Danse
L|12|02|Musique et chant
L|12|03|Art dramatique
L|12|04|Arts du cirque et arts visuels
L|13|01|Mise en scène de spectacles vivants
L|13|02|Production et administration spectacle, cinéma et audiovisuel
L|13|03|Promotion d'artistes et de spectacles
L|13|04|Réalisation cinématographique et audiovisuelle
L|14|01|Sportif professionnel
L|15|01|Coiffure et maquillage spectacle
L|15|02|Costume et habillage spectacle
L|15|03|Décor et accessoires spectacle
L|15|04|Éclairage spectacle
L|15|05|Image cinématographique et télévisuelle
L|15|06|Machinerie spectacle
L|15|07|Montage audiovisuel et post-production
L|15|08|Prise de son et sonorisation
L|15|09|Régie générale
M|11|01|Achats
M|11|02|Direction des achats
M|12|01|Analyse et ingénierie financière
M|12|02|Audit et contrôle comptables et financiers
M|12|03|Comptabilité
M|12|04|Contrôle de gestion
M|12|05|Direction administrative et financière
M|12|06|Management de groupe ou de service comptable
M|12|07|Trésorerie et financement
M|13|01|Direction de grande entreprise ou d'établissement public
M|13|02|Direction de petite ou moyenne entreprise
M|14|01|Conduite d'enquêtes
M|14|02|Conseil en organisation et management d'entreprise
M|14|03|Études et prospectives socio-économiques
M|14|04|Management et gestion d'enquêtes
M|15|01|Assistanat en ressources humaines
M|15|02|Développement des ressources humaines
M|15|03|Management des ressources humaines
M|16|01|Accueil et renseignements
M|16|02|Opérations administratives
M|16|03|Distribution de documents
M|16|04|Assistanat de direction
M|16|05|Assistanat technique et administratif
M|16|06|Saisie de données
M|16|07|Secrétariat
M|16|08|Secrétariat comptable
M|16|09|Secrétariat et assistanat médical ou médico-social
M|17|01|Administration des ventes
M|17|02|Analyse de tendance
M|17|03|Management et gestion de produit
M|17|04|Management relation clientèle
M|17|05|Marketing
M|17|06|Promotion des ventes
M|17|07|Stratégie commerciale
M|18|01|Administration de systèmes d'information
M|18|02|Expertise et support en systèmes d'information
M|18|03|Direction des systèmes d'information
M|18|04|Études et développement de réseaux de télécoms
M|18|05|Études et développement informatique
M|18|06|Conseil et maîtrise d'ouvrage en systèmes d'information
M|18|07|Exploitation de systèmes de communication et de commandement
M|18|08|Information géographique
M|18|09|Information météorologique
M|18|10|Production et exploitation de systèmes d'information
N|11|01|Conduite d'engins de déplacement des charges
N|11|02|Déménagement
N|11|03|Magasinage et préparation de commandes
N|11|04|Manoeuvre et conduite d'engins lourds de manutention
N|11|05|Manutention manuelle de charges
N|12|01|Affrètement transport
N|12|02|Gestion des opérations de circulation internationale des marchandises
N|13|01|Conception et organisation de la chaîne logistique
N|13|02|Direction de site logistique
N|13|03|Intervention technique d'exploitation logistique
N|21|01|Navigation commerciale aérienne
N|21|02|Pilotage et navigation technique aérienne
N|22|01|Personnel d'escale aéroportuaire
N|22|02|Contrôle de la navigation aérienne
N|22|03|Exploitation des pistes aéroportuaires
N|22|04|Préparation des vols
N|22|05|Direction d'escale et exploitation aéroportuaire
N|31|01|Encadrement de la navigation maritime
N|31|02|Equipage de la navigation maritime
N|31|03|Navigation fluviale
N|32|01|Exploitation des opérations portuaires et du transport maritime
N|32|02|Exploitation du transport fluvial
N|32|03|Manutention portuaire
N|41|01|Conduite de transport de marchandises sur longue distance
N|41|02|Conduite de transport de particuliers
N|41|03|Conduite de transport en commun sur route
N|41|04|Courses et livraisons express
N|41|05|Conduite et livraison par tournées sur courte distance
N|42|01|Direction d'exploitation des transports routiers de marchandises
N|42|02|Direction d'exploitation des transports routiers de personnes
N|42|03|Intervention technique d'exploitation des transports routiers de marchandises
N|42|04|Intervention technique d'exploitation des transports routiers de personnes
N|43|01|Conduite sur rails
N|43|02|Contrôle des transports en commun
N|44|01|Circulation du réseau ferré
N|44|02|Exploitation et manoeuvre des remontées mécaniques
N|44|03|Manoeuvre du réseau ferré
