Chézery-Forens,01410,461,46.2196368422,5.87008447398
Civrieux,01390,1441,45.9181541853,4.88479500856
Cize,01250,173,46.1983546812,5.45142603849
Cleyzieu,01230,136,45.9023849833,5.43272895655
Coligny,01270,1164,46.3845088463,5.32685702287
Collonges,01550,2104,46.1414639758,5.90437731909
Colomieu,01300,124,45.738500294,5.62655902876
Conand,01230,113,45.8895849608,5.47170695766
Condamine,01430,417,46.1045429883,5.55825213765
Condeissiat,01400,806,46.151950629,5.08727510126
Confort,01200,556,46.1565738298,5.8306530346
Confrançon,01310,1321,46.2677991652,5.06310695668
Contrevoz,01300,518,45.8028926649,5.62116210234
Conzieu,01300,146,45.7275867802,5.60643688731
Corbonod,01420,1219,45.9722988791,5.78775016481
Montluel,01120,7074,45.8918740969,5.02578595803
Corlier,01110,116,46.032757751,5.49859812353
Cormaranche-en-Bugey,01110,801,45.947966966,5.61061978449
Cormoranche-sur-Saône,01290,1070,46.2376903669,4.83514437147
Cormoz,01560,668,46.433433274,5.225689703
Courmangoux,01370,507,46.3259787343,5.35036792816
Courtes,01560,282,46.4571299975,5.11395935459
Crans,01320,264,45.9659535393,5.19315760939
Cras-sur-Reyssouze,01340,1388,46.3133679701,5.1781546434
Injoux-Génissiat,01200,1130,46.0477670574,5.76927659043
Cressin-Rochefort,01350,380,45.7843258521,5.75889378741
Crottet,01750,1717,46.2834441553,4.87036640488
Crottet,01290,1717,46.2834441553,4.87036640488
Crozet,01170,2015,46.2904895806,6.00261146467
Cruzilles-lès-Mépillat,01290,831,46.2211450548,4.87538077107
Val-Revermont,01370,2287,46.2745378155,5.360469072
Culoz,01350,2986,45.8558684759,5.77543388569
Curciat-Dongalon,01560,454,46.4881335128,5.16588594014
Curtafond,01310,721,46.2737371903,5.10351503121
Cuzieu,01300,404,45.8187196194,5.67988489904
Dagneux,01120,4308,45.8573299159,5.07465924877
Divonne-les-Bains,01220,8762,46.372905233,6.11839196521
Dommartin,01380,882,46.3333918444,4.99566774754
Dompierre-sur-Veyle,01240,1175,46.0656366193,5.21518754408
Dompierre-sur-Chalaronne,01400,402,46.1436771861,4.90027750297
Domsure,01270,477,46.4244223306,5.29326297142
Dortan,01590,1855,46.3135413002,5.64502737406
Douvres,01500,1015,45.9853605066,5.3741296604
Drom,01250,218,46.2236745773,5.37024872747
Druillat,01160,1151,46.0682776021,5.29530523127
Échallon,01130,765,46.2235414955,5.73684760571
Échenevex,01170,1904,46.3156313711,6.02292280734
Étrez,01340,793,46.3413674386,5.19612994712
Évosges,01230,144,45.9571115141,5.49733973797
Faramans,01800,772,45.9073769502,5.12286533342
Fareins,01480,2199,46.0241564076,4.76652951747
Farges,01550,946,46.1624768946,5.91896560368
Feillens,01570,3186,46.3373207496,4.89052518401
Ferney-Voltaire,01210,9236,46.2543198834,6.10680137466
Flaxieu,01350,65,45.8117735686,5.74084980442
Foissiat,01340,2005,46.3783635438,5.1871896542
Frans,01480,2087,45.9917944112,4.77671691635
Garnerans,01140,667,46.211782643,4.83300601443
Genouilleux,01090,591,46.1225381571,4.8012545693
Béard-Géovreissiat,01460,999,46.1914739531,5.54978021262
Géovreisset,01100,928,46.2555575131,5.61893702297
Germagnat,01250,149,46.305656419,5.44518989166
Gex,01170,10893,46.3436564689,6.0476137536
Giron,01130,172,46.2179346867,5.78701782456
Gorrevod,01190,829,46.4154221767,4.95590176016
Haut Valromey,01260,300,46.0353851456,5.67761810236
Grand-Corent,01250,174,46.215304298,5.43879495981
Matafelon-Granges,01580,651,46.2468942265,5.52884551982
Grièges,01290,1925,46.2639673081,4.85334459312
Grilly,01220,780,46.3293360361,6.11549550263
Groissiat,01100,1176,46.2235856745,5.61822742303
Groslée-Saint-Benoit,01300,819,45.6983680683,5.57600901961
Groslée-Saint-Benoit,01680,819,45.6983680683,5.57600901961
Guéreins,01090,1418,46.104459482,4.78654585532
Hautecourt-Romanèche,01250,795,46.1627792444,5.4268187712
Hauteville-Lompnes,01110,3919,45.9649490935,5.57239861184
Hostiaz,01110,86,45.9053494779,5.53594531208
Illiat,01140,592,46.1861362294,4.89317180263
Innimond,01680,117,45.7916377581,5.56995872948
Izenave,01430,170,46.0400867681,5.52400962517
Izernore,01580,2312,46.2170446047,5.55527602718
Izieu,01300,221,45.6539335278,5.63923166578
Jassans-Riottier,01480,6254,45.978991056,4.76051561895
Jasseron,01250,1682,46.2183569971,5.31406276014
Jayat,01340,1099,46.3701575963,5.11183085696
Journans,01250,345,46.1472518689,5.33655754237
Joyeux,01800,263,45.9515578017,5.10248944459
Jujurieux,01640,2172,46.0460202527,5.41944001323
Labalme,01450,206,46.0899424252,5.48953983885
Lagnieu,01150,6889,45.8947275393,5.34144594414
Laiz,01290,1187,46.2468495703,4.89910854
Poizat-Lalleyriat,01130,261,46.1398361634,5.69170422513
Lancrans,01200,1030,46.128263302,5.83970758543
Lantenay,01430,261,46.0570739369,5.53902204649
Lapeyrouse,01330,316,45.9876721459,4.97663816855
Lavours,01350,144,45.8134383129,5.77354671154
Léaz,01200,650,46.1111937268,5.87638697109
Lélex,01410,231,46.289799671,5.92477357933
Lent,01240,1413,46.1161442697,5.19886514588
Lescheroux,01560,695,46.4118355855,5.1490087525
Leyment,01150,1249,45.9299870023,5.29607017371
Leyssard,01450,149,46.1633052651,5.47397660759
Lhôpital,01420,50,46.0250328891,5.76659155692
Lhuis,01680,880,45.7522167083,5.53804900041
Lochieu,01260,95,45.9288592422,5.73545013488
Lompnas,01680,160,45.8095229445,5.52554483997
Lompnieu,01260,118,45.9723243221,5.66843869639
Villieu-Loyes-Mollon,01800,3350,45.9355962686,5.22313545657
Loyettes,01360,3115,45.7923325681,5.20501393811
Lurcy,01090,403,46.0634524606,4.77925991065
Magnieu,01300,443,45.7792524546,5.71235612702
Maillat,01430,648,46.1189159586,5.53194146076
Malafretaz,01340,1134,46.3260340227,5.14056515035
Mantenay-Montlin,01560,309,46.4297200306,5.10501684894
Manziat,01570,1948,46.3615814468,4.90410001908
Marboz,01851,2196,46.349495269,5.24342589542
Marchamp,01680,128,45.7763064511,5.54501557463
Marignieu,01300,164,45.8012842771,5.71656602954
Marlieux,01240,995,46.0526357253,5.07087614617
Marsonnas,01340,998,46.3407436072,5.06524409957
Martignat,01100,1584,46.2062010628,5.61461321354
Massieux,01600,2448,45.9095569476,4.83147685699
Massignieu-de-Rives,01300,646,45.7542099712,5.75566509866
Meillonnas,01370,1303,46.247985619,5.32886123801
Mérignat,01450,125,46.0649708065,5.44139539319
Messimy-sur-Saône,01480,1218,46.0473794334,4.76416144561
Meximieux,01800,7424,45.9126138042,5.19623435572
Mézériat,01660,2140,46.2418649423,5.04834166184
Mijoux,01170,360,46.3588222123,6.00150422659
Mijoux,01410,360,46.3588222123,6.00150422659
Mionnay,01390,2121,45.8998989496,4.93061029418
Miribel,01700,9277,45.8413627459,4.93912484998
Misérieux,01600,1842,45.9784206054,4.80663337489
Prévessin-Moëns,01280,7560,46.2600520508,6.07310347397
Mogneneins,01140,765,46.1427284312,4.8260452737
Montagnat,01250,1803,46.1702121675,5.27826197557
Montagnieu,01470,561,45.7995731356,5.46178727067
Montanges,01200,338,46.1691874382,5.79481932452
Montceaux,01090,1226,46.1010055063,4.80325483156
Montcet,01310,659,46.219873224,5.11207999306
Montellier,01800,256,45.9253988438,5.06535663904
Monthieux,01390,669,45.9640807846,4.94244723225
Montmerle-sur-Saône,01090,3828,46.0852729103,4.75967827331
Montracol,01310,999,46.1858141626,5.11950192503
Montréal-la-Cluse,01460,3410,46.1767947498,5.58972116678
Montrevel-en-Bresse,01340,2441,46.3254063005,5.11114698397
Nurieux-Volognat,01460,1025,46.1865817852,5.52288836957
Murs-et-Gélignieux,01300,250,45.6419831191,5.65406438448
Nantua,01130,3524,46.1554175527,5.60835072872
Nantua,01460,3524,46.1554175527,5.60835072872
Sonthonnax-la-Montagne,01580,320,46.2229804666,5.50742211265
Parves et Nattages,01300,370,45.7356631957,5.74557329159
Neuville-les-Dames,01400,1492,46.15838462,5.0071651512
Neuville-sur-Ain,01160,1610,46.0933403556,5.36961107569
Neyrolles,01130,636,46.1329288967,5.635018621
Neyron,01700,2497,45.8226030208,4.92902340183
Niévroz,01120,1524,45.8231490044,5.05946070667
Nivollet-Montgriffon,01230,119,46.0010634076,5.4596878704
Oncieu,01230,97,45.9651830764,5.47446708095
Ordonnaz,01510,154,45.8320968049,5.54048601159
Ornex,01210,4276,46.2757924227,6.09474159863
Outriaz,01430,256,46.0674596113,5.55227750161
Ozan,01190,649,46.3866058108,4.91468114952
Parcieux,01600,1129,45.9199518001,4.83132750309
Péron,01630,2437,46.1869590795,5.93071870549
Péronnas,01960,6109,46.1696275493,5.21178667055
Pérouges,01800,1206,45.8855797214,5.17505457333
Perrex,01540,789,46.2487432826,4.97073484289
Peyriat,01430,176,46.1473576173,5.5112253588
Peyrieu,01300,828,45.6800540092,5.67853601099
Peyzieux-sur-Saône,01140,629,46.1248125525,4.82357291654
Pirajoux,01270,400,46.38781104,5.27287180203
Pizay,01120,759,45.8859674985,5.09051421436
Plagne,01130,128,46.1845597701,5.72276472713
Plantay,01330,527,46.0232397329,5.09314325185
Polliat,01310,2424,46.2467923225,5.13754560811
Pollieu,01350,157,45.7921050098,5.74926608597
Poncin,01450,1686,46.0882577276,5.41700985118
Pont-d'Ain,01160,2734,46.0566993755,5.34699377832
Pont-de-Vaux,01190,2276,46.4393371435,4.93111508333
Pont-de-Veyle,01290,1611,46.2634538251,4.88277607279
Port,01460,848,46.1576938487,5.57695431928
Pougny,01550,815,46.1480046185,5.9474488489
Pouillat,01250,93,46.3249467871,5.42538962932
Prémeyzel,01300,222,45.6832841113,5.64482235414
Prémillieu,01110,45,45.8740119548,5.56359276141
Priay,01160,1600,46.0227161506,5.28152459873
Pugieu,01510,169,45.8147549589,5.64853029523
Ramasse,01250,288,46.1910261575,5.35739277332
Rancé,01390,685,45.9710316654,4.86745992224
Relevant,01990,471,46.080176135,4.9415137083
Replonges,01750,3651,46.3079475795,4.88320501204
Revonnas,01250,912,46.1633788929,5.33566984242
Reyrieux,01600,4420,45.9370649125,4.83146700841
Reyssouze,01190,979,46.4315554265,4.91176823378
Rignieux-le-Franc,01800,964,45.9525948592,5.17128530128
Romans,01400,602,46.1211408452,5.01786532143
Rossillon,01510,143,45.834869338,5.5901092794
Ruffieu,01260,193,46.0033816324,5.66442160364
Saint-Alban,01450,168,46.0976196719,5.45509614743
Saint-André-de-Bâgé,01380,700,46.2992864335,4.91507277075
Saint-André-de-Corcy,01390,2926,45.9230181167,4.95112361238
Saint-André-d'Huiriat,01290,547,46.2105691808,4.90540860636
Saint-André-le-Bouchoux,01240,354,46.1138257757,5.08021145704
Saint-André-sur-Vieux-Jonc,01960,1121,46.1497860221,5.14180824575
Saint-Bénigne,01190,1226,46.4480188206,4.95655993564
Saint-Bernard,01600,1406,45.9493072007,4.74548650094
Saint-Champ,01300,156,45.7845616987,5.7288506442
Sainte-Croix,01120,536,45.8977206248,5.04747052281
Saint-Cyr-sur-Menthon,01380,1719,46.2735628977,4.96583619445
Saint-Denis-lès-Bourg,01000,5505,46.2116043258,5.17989166273
Saint-Denis-en-Bugey,01500,2216,45.9492291835,5.32377361122
Saint-Didier-d'Aussiat,01340,893,46.307886533,5.05470842021
Saint-Didier-de-Formans,01600,1818,45.9562605148,4.77440538576
Saint-Didier-sur-Chalaronne,01140,2783,46.1844292922,4.82046061227
Saint-Éloi,01800,444,45.9324418294,5.15419301243
Saint-Étienne-du-Bois,01370,2522,46.2750184453,5.28909429041
Saint-Étienne-sur-Chalaronne,01140,1501,46.1438667965,4.87335986141
Saint-Étienne-sur-Reyssouze,01190,555,46.4037130206,5.00943521684
Sainte-Euphémie,01600,1630,45.9710917532,4.7919357443
Saint-Genis-Pouilly,01630,9635,46.2554245727,6.03377546027
Saint-Genis-sur-Menthon,01380,466,46.281855654,5.01318691378
Saint-Georges-sur-Renon,01400,214,46.1036646451,5.02947940427
Saint-Germain-de-Joux,01130,473,46.1843378829,5.73970204844
Saint-Germain-les-Paroisses,01300,408,45.7657466205,5.61959458649
Saint-Germain-sur-Renon,01240,230,46.0777667996,5.05607973344
Saint-Jean-de-Gonville,01630,1547,46.2132640518,5.94921908633
Saint-Jean-de-Niost,01800,1427,45.8424112782,5.20586951801
Saint-Jean-de-Thurigneux,01390,789,45.9555971196,4.90843607671
Saint-Jean-le-Vieux,01640,1645,46.0312805006,5.38388241564
Saint-Jean-sur-Reyssouze,01560,733,46.3962563111,5.06039896547
Saint-Jean-sur-Veyle,01290,1076,46.2656578346,4.92623539966
Sainte-Julie,01150,957,45.8905188676,5.28701000985
Saint-Julien-sur-Reyssouze,01560,747,46.3976027697,5.10663991975
Saint-Julien-sur-Veyle,01540,752,46.2050050035,4.95970091246
Saint-Just,01250,894,46.1925676856,5.28532627495
Saint-Laurent-sur-Saône,01750,1781,46.3055997106,4.84068915976
Saint-Marcel,01390,1324,45.9490432811,4.98802579034
Saint-Martin-de-Bavel,01510,427,45.8485948391,5.6790168092
Saint-Martin-du-Frêne,01430,1101,46.1379121626,5.56071880369
Saint-Martin-du-Mont,01160,1717,46.1059208545,5.33663478556
Saint-Martin-le-Châtel,01310,800,46.2896101432,5.12482034433
Saint-Maurice-de-Beynost,01700,3903,45.8398861952,4.97510961752
Saint-Maurice-de-Gourdans,01800,2469,45.8162587391,5.17192366391
Saint-Maurice-de-Rémens,01500,734,45.9590920064,5.27397350847
Saint-Nizier-le-Bouchoux,01560,688,46.4555687604,5.17722133362
Saint-Nizier-le-Désert,01320,894,46.0568198783,5.14488117589
Sainte-Olive,01330,294,46.0154090812,4.93513161958
Saint-Paul-de-Varax,01240,1475,46.0945324885,5.13234335688
Saint-Rambert-en-Bugey,01230,2240,45.9522774924,5.44247332451
Saint-Rémy,01310,976,46.1829038217,5.1672006679
Saint-Sorlin-en-Bugey,01150,1089,45.8889470117,5.3762682771
Saint-Sulpice,01340,194,46.3205609774,5.04282537137
Saint-Trivier-de-Courtes,01560,1091,46.4582718395,5.06664650738
Saint-Trivier-sur-Moignans,01990,1826,46.0582567689,4.9022709424
Saint-Vulbas,01150,1068,45.8318757058,5.27594895615
Salavre,01270,290,46.3643976425,5.34431939815
Samognat,01580,677,46.2693979793,5.59017221823
Sandrans,01400,508,46.0689697728,4.97833927719
Sault-Brénaz,01150,1036,45.8655390624,5.40908734139
Sauverny,01220,1059,46.3125368715,6.11324132411
Savigneux,01480,1236,46.0005307569,4.86540192523
Ségny,01170,1873,46.2918103951,6.07075771985
Seillonnaz,01470,141,45.7949180726,5.50369685093
Sergy,01630,2028,46.2552636317,6.00584508155
Sermoyer,01190,675,46.4987902595,4.97403220555
Serrières-de-Briord,01470,1294,45.8116940247,5.44787004008
Serrières-sur-Ain,01450,125,46.1478495942,5.45050720855
Servas,01960,1199,46.1373435374,5.17788406816
Servignat,01560,169,46.4348465088,5.06020667513
Seyssel,01420,965,45.9502469535,5.82803086194
Simandre-sur-Suran,01250,694,46.2351349642,5.42725720112
Souclin,01150,264,45.8764726296,5.42999346482
Sulignat,01400,557,46.1748140067,4.95621877795
Surjoux,01420,74,46.032063533,5.79768696712
Talissieu,01510,436,45.8650683638,5.71788269319
Tenay,01230,1067,45.921720845,5.51682151905
Thézillieu,01110,307,45.8970944756,5.59372683686
Thil,01120,1021,45.8192911654,5.01628202606
Thoiry,01710,6006,46.2335554257,5.97889700351
Thoissey,01140,1630,46.1702571911,4.79821870036
Torcieu,01230,719,45.9240585893,5.40502289597
Tossiat,01250,1353,46.1375667405,5.30131917832
Toussieux,01600,810,45.9560069141,4.82865621887
Tramoyes,01390,1657,45.8748364596,4.97328100559
Tranclière,01160,298,46.0944492114,5.25788917865
Trévoux,01600,6708,45.9441235076,4.76511828519
Valeins,01140,119,46.1180026615,4.86467402196
Vandeins,01660,671,46.2191862056,5.0822267632
Varambon,01160,527,46.0459743429,5.28625898964
Vaux-en-Bugey,01150,1215,45.9189782751,5.36409882571
Verjon,01270,259,46.343813814,5.34725085624
Vernoux,01560,322,46.4857963009,5.10524943348
Versailleux,01330,375,45.9843896052,5.11623057299
Versonnex,01210,2157,46.3013370258,6.1065849226
Vesancy,01170,527,46.3658387386,6.07939757265
Vescours,01560,234,46.4780217987,5.02541762613
Vésines,01570,99,46.3566579432,4.86437957517
Vieu-d'Izenave,01430,680,46.0860608186,5.54678931019
Vieu,01260,374,45.8892560393,5.69153708822
Villars-les-Dombes,01330,4449,45.9991541463,5.0405716318
Villebois,01150,1160,45.854349529,5.44617290775
Villemotier,01270,654,46.346095794,5.31008344055
Villeneuve,01480,1421,46.0319134598,4.85710257423
Villereversure,01250,1214,46.1896879383,5.3925420585
Villes,01200,351,46.0937763204,5.76535764922
Villette-sur-Ain,01320,681,46.0142275265,5.25135384892
Viriat,01440,6258,46.251783773,5.22178926099
Virieu-le-Grand,01510,1108,45.8485991407,5.65225355358
Virieu-le-Petit,01260,307,45.9056283413,5.73313695864
Virignin,01300,997,45.728333262,5.7123202751
Vongnes,01350,73,45.8133733745,5.72554533315
Vonnas,01540,2919,46.2153733823,4.99573464363
Mareuil-en-Dôle,02130,268,49.2467986359,3.5556577472
Marfontaine,02140,77,49.8076120325,3.76744081897
Margival,02880,369,49.4349438121,3.40284503781
Marigny-en-Orxois,02810,473,49.0574114161,3.21454001428
Marizy-Sainte-Geneviève,02470,130,49.1847413109,3.19989453369
Marizy-Saint-Mard,02470,53,49.1835827706,3.22904903615
Marle,02250,2331,49.7432877962,3.76840332057
Marly-Gomont,02120,445,49.90247328,3.78134562344
Martigny,02500,435,49.8713806311,4.14145577219
Martigny-Courpierre,02860,119,49.4908703399,3.68587743549
Mauregny-en-Haye,02820,443,49.5374372221,3.79760882263
Mayot,02800,199,49.7085532757,3.39374581365
Mennessis,02700,424,49.6920944862,3.27605673455
Menneville,02190,414,49.4294192567,4.01027636896
Mennevret,02630,634,49.9910823628,3.56086992378
Mercin-et-Vaux,02200,964,49.367353541,3.27259303822
Merlieux-et-Fouquerolles,02000,280,49.5111609934,3.49732725079
Septvallons,02160,499,49.3529732998,3.67465892984
Mesbrecourt-Richecourt,02270,300,49.7085720769,3.53801288943
Mesnil-Saint-Laurent,02720,447,49.8308025786,3.36491840255
Meurival,02160,51,49.3577436975,3.75933262159
Mézières-sur-Oise,02240,534,49.7870350484,3.3903260044
Mézy-Moulins,02650,525,49.0651143749,3.51365525555
Missy-aux-Bois,02200,114,49.3398669339,3.24362328239
Missy-lès-Pierrepont,02350,107,49.6286582749,3.78024703337
Missy-sur-Aisne,02880,662,49.3861963515,3.43793273587
Molain,02110,149,50.0329100534,3.53144107637
Molinchart,02000,327,49.5637216629,3.54039674213
Monampteuil,02000,133,49.4708387581,3.57308575374
Monceau-le-Neuf-et-Faucouzy,02270,332,49.7829165516,3.6333598095
Monceau-lès-Leups,02270,468,49.6600731202,3.4814846749
Monceau-le-Waast,02840,218,49.6252087121,3.71733773748
Monceau-sur-Oise,02120,116,49.9061509172,3.69664184714
Mondrepuis,02500,1005,49.9641039776,4.06568349055
Monnes,02470,119,49.139315024,3.22876101292
Mons-en-Laonnois,02000,1213,49.5373824632,3.55112846106
Montaigu,02820,751,49.5483421867,3.8391577603
Montbavin,02000,48,49.5260240902,3.51474579876
Montbrehain,02110,843,49.9622879287,3.35428009281
Montchâlons,02860,60,49.5161886176,3.72321669515
Montcornet,02340,1478,49.6885548667,4.02974695098
Mont-d'Origny,02390,885,49.8536234936,3.51745641353
Montescourt-Lizerolles,02440,1676,49.7355164754,3.25556283499
Montfaucon,02540,202,48.9485748066,3.42486392666
Montgobert,02600,202,49.2913054124,3.17389735991
Montgru-Saint-Hilaire,02210,35,49.1811534437,3.32719984968
Monthenault,02860,150,49.4890838859,3.65327543859
Monthiers,02400,151,49.1032021704,3.29705768588
Monthurel,02330,150,49.0247064528,3.54810773273
Montigny-en-Arrouaise,02110,309,49.9141581547,3.4878172921
Montigny-l'Allier,02810,272,49.1194446201,3.10286401549
Montigny-le-Franc,02250,152,49.6859508179,3.90813409938
Montigny-Lengrain,02290,694,49.3797494422,3.09845645345
Montigny-lès-Condé,02330,69,48.9810893978,3.56941162223
Montigny-sous-Marle,02250,62,49.7424130213,3.80755841646
Montigny-sur-Crécy,02270,333,49.7114220136,3.58076205846
Montlevon,02330,282,48.9655294707,3.51814092344
Montloué,02340,176,49.6670724132,4.06247765411
Mont-Notre-Dame,02220,736,49.3005004797,3.58234642611
Montreuil-aux-Lions,02310,1384,49.0254536044,3.19342066351
Mont-Saint-Jean,02360,77,49.7955707093,4.21155185097
Mont-Saint-Martin,02220,82,49.2722323135,3.64318832601
Mont-Saint-Père,02400,709,49.0869136277,3.48501186995
Morcourt,02100,590,49.8766147506,3.33477330668
Morgny-en-Thiérache,02360,97,49.7557160925,4.07859909976
Morsain,02290,422,49.456715162,3.18436852477
Mortefontaine,02600,247,49.3323727864,3.07671124939
Mortiers,02270,201,49.6948945941,3.66520044776
Moulins,02160,86,49.419883968,3.6811639079
Moussy-Verneuil,02160,125,49.411714417,3.63612245841
Moÿ-de-l'Aisne,02610,971,49.7483469677,3.35423424195
Muret-et-Crouttes,02210,130,49.2759039506,3.44016754152
Muscourt,02160,56,49.3614887626,3.74509040871
Nampcelles-la-Cour,02140,128,49.7777470024,3.99283943765
Nampteuil-sous-Muret,02200,93,49.3016154476,3.43057009568
Nanteuil-la-Fosse,02880,176,49.4329897371,3.44927792356
Nanteuil-Notre-Dame,02210,63,49.1948087805,3.41167965251
Nauroy,02420,725,49.9512475625,3.25595989872
Nesles-la-Montagne,02400,1241,49.0002657956,3.44870882622
Neufchâtel-sur-Aisne,02190,408,49.4334572498,4.02703006743
Neuflieux,02300,97,49.6173697062,3.15920971863
Neuilly-Saint-Front,02470,2152,49.1675065801,3.25766209522
Neuve-Maison,02500,589,49.9307280405,4.04355282152
Neuville-Bosmont,02250,197,49.7180698161,3.83242758352
Neuville-en-Beine,02300,199,49.6746148762,3.15900162768
Neuville-Housset,02250,62,49.7899208666,3.73125588376
Neuville-lès-Dorengt,02450,399,49.9811746575,3.6909434908
Neuville-Saint-Amand,02100,872,49.8179405187,3.34226719234
Neuville-sur-Ailette,02860,99,49.4702400437,3.69736913109
